1, 4.470826, 14.209501
2, 4.325581, 11.858862
3, 4.508774, 11.799693
4, 4.615574, 10.796303
5, 4.567164, 13.114027
6, 4.615329, 14.427424
7, 5.248640, 6.270840
8, 5.799677, -1.759685
9, 5.203760, -1.016849
10, 4.650246, 0.374116
11, 4.468625, 2.260313
12, 4.674027, 5.092571
13, 4.853751, 8.329655
14, 4.920341, 4.978763
15, 4.841573, 5.042619
16, 4.751862, 5.306795
17, 4.714999, 9.257913
18, 4.675688, 9.977914
19, 4.809068, 7.899709
20, 4.870438, 5.016277
21, 5.294961, 2.209822
22, 5.377332, 1.014868
23, 4.980321, 1.978559
24, 4.666259, 2.530600
25, 5.212105, -0.911262
26, 4.969881, -0.704536
27, 3.854586, 4.397459
28, 3.192003, 6.138101
29, 3.217616, 6.972142
30, 2.922395, 8.038053
31, 2.791716, 8.645612
32, 3.188520, 9.566806
33, 3.237022, 8.215822
34, 3.724881, 7.234922
35, 3.713483, 10.974867
36, 4.478950, 8.213238
37, 4.246737, 8.926304
38, 4.911766, 8.287812
39, 4.800074, 8.477771
40, 4.556957, 11.413408
41, 4.835466, 10.342884
42, 4.417418, 7.313332
43, 4.484632, 9.127882
44, 4.721472, 10.036448
45, 4.705650, 12.171926
46, 4.480013, 11.942821
47, 4.943244, 8.218767
48, 4.827725, 9.500417
49, 4.846709, 9.016274
50, 5.092791, 11.362033
51, 5.042600, 10.944201
52, 4.808414, 15.498840
53, 5.080072, 11.607809
54, 5.504359, 8.218943
55, 5.335822, 9.031306
56, 5.292545, 9.293510
57, 5.288195, 8.503673
58, 5.790103, 6.101484
59, 5.893570, 3.087012
60, 6.075659, 4.149464
61, 6.122165, 5.388738
62, 5.962174, 5.637180
63, 5.956639, 5.877002
64, 6.223469, 2.548908
65, 6.132049, 5.522410
66, 5.970417, 4.511881
67, 5.873539, 4.948057
68, 5.892241, 4.781070
69, 5.772266, 4.140950
70, 5.464272, 5.470410
71, 5.349611, 8.027134
72, 5.019922, 5.997343
73, 5.137609, 2.950206
74, 5.139135, 2.865892
75, 5.261093, 5.331247
76, 5.692138, 1.779285
77, 5.155074, 3.025412
78, 5.443231, 3.453199
79, 6.261842, -1.366683
80, 6.241386, -1.940923
81, 6.452537, -4.007323
82, 5.842696, -0.676364
83, 5.702580, 1.017570
84, 6.361968, -0.808489
85, 6.343904, -0.198471
86, 6.074876, 0.659476
87, 6.651628, -1.853274
88, 6.576140, -4.756223
89, 5.910506, -1.017660
90, 6.194958, -0.223687
91, 4.951646, 0.781980
92, 5.154743, 2.898211
93, 5.708507, -0.308723
94, 5.465755, 0.818308
95, 5.410488, 2.640316
96, 5.232394, 3.294620
97, 5.530394, 0.878139
98, 5.243784, 3.004040
99, 5.500001, 5.063911
100, 5.744283, -2.055876
101, 5.714734, -2.912540
102, 4.850904, 4.067906
103, 4.611900, 5.874566
104, 4.506121, 5.186183
105, 4.794335, 7.383942
106, 4.934915, 5.494841
107, 5.218996, 3.643353
108, 5.068525, 5.403886
109, 5.124554, 3.611745
110, 4.927834, 4.720248
111, 4.952916, 7.384281
112, 4.475010, 4.535450
113, 4.755331, 5.320038
114, 4.194124, 3.905409
115, 4.192449, 5.654437
116, 4.223941, 5.115757
117, 5.104474, 4.942322
118, 4.664662, 4.468947
119, 4.621722, 3.683220
120, 4.900091, 3.429325
121, 5.231546, 3.047094
122, 4.949949, 4.006506
123, 5.173311, 5.662245
124, 4.985526, 4.020959
125, 5.100937, 2.883667
126, 5.094862, 4.679961
127, 5.277936, 4.127871
128, 5.517778, 2.085577
129, 5.318534, 4.164193
130, 5.438341, 3.696191
131, 5.519976, 11.344908
132, 7.679245, -9.754708
133, 7.183350, 1.045684
134, 7.935442, -3.529675
135, 7.405904, 2.464595
136, 8.011107, -4.230783
137, 6.371915, 8.284827
138, 6.546637, -0.655174
139, 6.510724, -2.605581
140, 6.575181, -2.558247
141, 6.325963, 0.085287
142, 6.568973, -1.884938
143, 6.475030, -1.768522
144, 6.567520, -5.549829
145, 6.583182, -7.891956
146, 6.851446, -11.007821
147, 6.683753, -10.893712
148, 6.367451, -8.622224
149, 7.441209, -5.120894
150, 7.487964, -0.532191
151, 7.869379, -1.457126
